training/fb_actor/actor_loss,training/fb_actor/mse,training/fb_actor/q_abs_mean,training/fb_actor/q_loss,training/fb_actor/q_mean,training/fb_actor/std,training/fb_repr/B,training/fb_repr/B_norm,training/fb_repr/F1,training/fb_repr/M1,training/fb_repr/fb_diag,training/fb_repr/fb_loss,training/fb_repr/fb_offdiag,training/fb_repr/orth_loss,training/fb_repr/orth_loss_diag,training/fb_repr/orth_loss_offdiag,training/fb_repr/target_M,training/grad/max,training/grad/min,training/grad/norm,validation/fb_actor/actor_loss,validation/fb_actor/mse,validation/fb_actor/q_abs_mean,validation/fb_actor/q_loss,validation/fb_actor/q_mean,validation/fb_actor/std,validation/fb_repr/B,validation/fb_repr/B_norm,validation/fb_repr/F1,validation/fb_repr/M1,validation/fb_repr/fb_diag,validation/fb_repr/fb_loss,validation/fb_repr/fb_offdiag,validation/fb_repr/orth_loss,validation/fb_repr/orth_loss_diag,validation/fb_repr/orth_loss_offdiag,validation/fb_repr/target_M,time/epoch_time,time/total_time,step
-40.540783,601686660.0,399.54706,-40.540783,40.540783,1.0,0.0012825471,22.627415,0.6300598,187.45636,-5682.6357,-3579.3408,2483.9727,-380.6776,-1023.993,643.31537,188.5145,2003.6414,-1664.4556,109306.42,-89.591034,552062700.0,398.39368,-89.591034,89.591034,1.0,0.0020717597,22.627415,0.55986744,214.13432,-5991.048,3990.2378,10047.448,-66.162476,-1023.99744,957.83496,216.77794,0.0047127955913543705,789.4312222003937,160000
-100.44714,583882400.0,430.63623,-100.44714,100.44714,1.0,-0.00080296065,22.627415,0.6216208,233.10051,-6571.121,-2779.0547,4204.752,-412.68555,-1023.99365,611.3081,233.16776,1731.4315,-2038.703,156369.58,-89.95676,602087900.0,413.39697,-89.95676,89.95676,1.0,0.0052571255,22.627415,0.59485435,239.30872,-5821.535,5135.6265,11167.689,-210.52777,-1023.9945,813.46674,239.75504,0.004698270654678345,812.9225854873657,165000
-21.846397,603488400.0,396.40836,-21.846397,21.846397,1.0,0.0048332163,22.627415,0.8201437,234.68343,-6621.166,-2779.0981,4205.325,-363.25726,-1023.9949,660.7376,236.06688,1725.6655,-2115.856,135989.53,-43.773487,588771840.0,360.50232,-43.773487,43.773487,1.0,0.0014091695,22.627415,0.5889455,209.52477,-6518.97,3360.8828,9992.287,-112.434204,-1023.99475,911.56055,208.82144,0.004785862684249878,836.8519084453583,170000
-48.476425,580339600.0,480.32083,-48.476425,48.476425,1.0,0.005207657,22.627415,0.8278239,194.91328,-5587.7354,-3254.21,2738.7065,-405.1812,-1023.9953,618.8141,193.00952,2563.8352,-2416.2874,153429.4,-37.176697,613073540.0,380.95706,-37.176697,37.176697,1.0,-0.0012237527,22.627415,0.6463749,229.3122,-6161.2114,5434.4937,11695.862,-100.15704,-1023.99146,923.8344,230.3058,0.004745459604263306,860.579216003418,175000
-131.70045,581588700.0,487.5689,-131.70045,131.70045,1.0,0.007445911,22.627415,0.83830136,175.76682,-6020.0825,-3222.874,3225.2734,-428.065,-1023.99304,595.92804,175.57869,2206.6294,-2880.155,128208.36,-164.72537,597842400.0,491.61115,-164.72537,164.72537,1.0,0.002868568,22.627415,0.59324217,221.36246,-6213.054,5828.892,12057.989,-16.04309,-1023.9961,1007.953,221.32938,0.004744545221328735,884.301952123642,180000
-8.685627,602453700.0,480.25287,-8.685627,8.685627,1.0,0.0038041724,22.627415,0.755103,189.39809,-6721.796,-3143.098,3962.4998,-383.80182,-1023.9951,640.1933,191.19014,3709.0635,-2440.2974,191058.4,-97.91962,568200200.0,416.13745,-97.91962,97.91962,1.0,0.0041004494,22.627415,0.7283448,257.87646,-6659.267,3290.0557,9918.476,30.847168,-1023.99817,1054.8453,258.78195,0.004727537631988525,907.9396493434906,185000
-178.8964,605600000.0,572.3943,-178.8964,178.8964,1.0,0.007104079,22.627415,0.85513043,219.90004,-6568.3145,-4542.33,2392.2266,-366.242,-1023.9957,657.7537,219.51224,1320.0785,-1660.8325,102195.36,-27.840118,517998720.0,388.79572,-27.840118,27.840118,1.0,0.00034773245,22.627415,0.63966966,197.70639,-6447.3896,5310.1304,11776.186,-18.665466,-1023.99554,1005.3301,198.0546,0.0047526113986969,931.7027158737183,190000
-130.5639,631449000.0,502.91678,-130.5639,130.5639,1.0,0.005623037,22.627415,0.97519416,203.49413,-6670.284,-1360.6224,5689.213,-379.55115,-1023.9989,644.44775,199.77164,4402.6665,-4254.475,245619.03,3.6567717,587770560.0,435.4157,3.6567717,-3.6567717,1.0,0.0009417626,22.627415,0.6617208,171.02457,-5489.9893,6610.4067,12150.128,-49.731873,-1023.9981,974.26624,171.01671,0.004742603635787964,955.4157438278198,195000
-180.83884,674068900.0,513.1384,-180.83884,180.83884,1.0,0.0007359478,22.627415,0.8470658,237.44023,-6778.494,-2092.9258,4990.963,-305.39453,-1023.99646,718.6019,242.07475,5273.118,-6135.118,262867.0,-27.648033,640889700.0,448.31998,-27.648033,27.648033,1.0,-0.0039194566,22.627415,0.6900116,181.20316,-5882.5913,3407.7834,9365.443,-75.068665,-1023.99414,948.9255,181.74893,0.004894498252868652,979.8882448673248,200000
-11.201717,587817340.0,505.7359,-11.201717,11.201717,1.0,-0.00069435296,22.627415,1.0135874,206.90422,-6643.081,-2900.3125,4092.622,-349.85364,-1023.9968,674.1432,205.27412,5939.7026,-4558.4634,257015.27,-91.43407,587485440.0,538.5615,-91.43407,91.43407,1.0,0.0013094041,22.627415,0.7464827,231.13908,-6368.6025,9737.687,16067.893,38.39685,-1023.9944,1062.3912,230.33727,0.0048763420104980465,1004.2699646949768,205000
-72.08824,549682700.0,521.10675,-72.08824,72.08824,1.0,0.0041363905,22.627415,0.90745103,220.2401,-6661.9424,-3899.814,3140.749,-378.62054,-1023.9931,645.37256,219.92865,3260.5352,-1752.9347,150173.31,-13.383663,610637300.0,465.66953,-13.383663,13.383663,1.0,0.0012898877,22.627415,0.7695899,216.03717,-6280.958,5252.8633,11639.575,-105.753784,-1023.9949,918.2411,214.97662,0.0048852977752685545,1028.6964633464813,210000
-215.56534,639864450.0,548.00696,-215.56534,215.56534,1.0,-0.0009790084,22.627415,0.82644236,173.35791,-5741.2817,-3913.5713,2195.4824,-367.77197,-1023.99426,656.2223,171.5719,4954.6787,-3983.072,160308.69,-56.80984,608074900.0,459.04337,-56.80984,56.80984,1.0,0.0020655505,22.627415,0.6571666,324.5121,-6913.1763,8496.418,15480.736,-71.14264,-1023.99133,952.8487,323.73102,0.004880325317382812,1053.0981001853943,215000
-55.273483,588592800.0,454.92462,-55.273483,55.273483,1.0,0.0047083227,22.627415,0.7708509,178.21896,-6637.84,-2806.3833,4211.0303,-379.5736,-1023.9944,644.4208,175.45859,1768.5563,-3893.5603,144844.72,-102.29457,630199500.0,552.8457,-102.29457,102.29457,1.0,0.004237147,22.627415,0.66983426,286.09723,-6799.043,9428.596,16326.083,-98.44458,-1023.99365,925.5491,284.97177,0.004903605604171753,1077.6161377429962,220000
-83.49378,573999500.0,472.80637,-83.49378,83.49378,1.0,-0.00061940955,22.627415,0.7346005,171.48781,-6207.466,-3552.5625,3062.3967,-407.49353,-1023.9979,616.5044,172.35301,2396.028,-2851.3313,165448.61,-76.75675,624503400.0,428.4829,-76.75675,76.75675,1.0,0.0010306807,22.627415,0.6758496,210.16177,-6165.483,11301.221,17458.5,8.203491,-1023.99146,1032.195,209.84897,0.004902218770980835,1102.1272418498993,225000
-38.401146,599150140.0,388.67935,-38.401146,38.401146,1.0,-0.0002337296,22.627415,0.65635955,155.67532,-7024.253,-4723.9126,2699.1685,-398.828,-1023.99335,625.16534,155.64096,5162.2456,-5997.815,191444.56,-102.77484,626587140.0,437.64746,-102.77484,102.77484,1.0,-0.0044238814,22.627415,0.7121253,259.2684,-6694.37,9140.885,15932.916,-97.66077,-1023.99695,926.3362,263.7267,0.004901839160919189,1126.6364471912384,230000
-55.252472,609695200.0,424.5423,-55.252472,55.252472,1.0,0.007569164,22.627415,0.5978159,220.53505,-6914.4297,-3695.939,3581.2139,-362.72308,-1023.9941,661.271,221.44647,2299.8367,-2497.665,157321.78,-108.48881,646383500.0,436.36325,-108.48881,108.48881,1.0,0.0053374083,22.627415,0.67355776,205.38116,-6271.47,4310.75,10617.826,-35.6062,-1023.9994,988.3932,206.46268,0.005255645608901977,1152.91468501091,235000
-65.64523,602599400.0,431.97192,-65.64523,65.64523,1.0,0.006316008,22.627415,0.7360008,215.16582,-6729.465,-2717.66,4428.619,-416.81415,-1023.9969,607.18274,215.85092,3182.7517,-3285.8481,194078.1,-29.400492,652997760.0,407.9472,-29.400492,29.400492,1.0,0.0020118954,22.627415,0.6527212,217.53409,-6575.952,4261.468,10927.055,-89.63501,-1023.99384,934.3588,219.12904,0.004848185062408447,1177.1556191444397,240000
15.252814,579581950.0,461.41107,15.252814,-15.252814,1.0,0.0022719996,22.627415,0.76068586,195.7221,-7017.9346,-3641.5647,3737.082,-360.71222,-1023.99695,663.2847,193.40599,1534.4768,-2814.023,151448.77,-82.952835,612644000.0,410.385,-82.952835,82.952835,1.0,0.0044216895,22.627415,0.58782524,170.66376,-5572.212,5775.387,11540.008,-192.40875,-1023.9957,831.587,167.0059,0.004668422555923462,1200.4977412223816,245000
-182.34381,654284700.0,476.62323,-182.34381,182.34381,1.0,0.0062277378,22.627415,0.73881745,147.30629,-6048.7754,-3142.3623,3289.0447,-382.6316,-1023.9961,641.3645,146.96141,2688.2427,-2264.207,143204.88,-166.27194,670297400.0,529.26013,-166.27194,166.27194,1.0,-0.0006126511,22.627415,0.5980375,238.15746,-6932.0596,9289.569,16289.65,-68.021484,-1023.9937,955.9722,241.61275,0.004696022701263428,1223.9778635501862,250000
-144.34154,610734000.0,510.45517,-144.34154,144.34154,1.0,0.0029895874,22.627415,0.7784697,173.32675,-6293.5156,-3262.9714,3394.4976,-363.95343,-1023.9946,660.0412,173.73102,3790.0732,-4324.0835,158929.25,-107.860825,600445440.0,452.2419,-107.860825,107.860825,1.0,0.00254766,22.627415,0.56012666,220.5632,-6824.4883,6970.7856,13885.4,-90.12659,-1023.99146,933.86487,222.791,0.004676676416397095,1247.3612551689148,255000
-11.27281,623282200.0,420.06546,-11.27281,11.27281,1.0,0.0011963783,22.627415,0.81737345,195.60147,-6561.088,-4457.42,2508.4868,-404.8186,-1023.99365,619.17505,196.54684,1731.8608,-1018.48456,107466.96,-96.49692,635236300.0,415.92398,-96.49692,96.49692,1.0,0.0005033188,22.627415,0.6867976,215.08571,-6117.393,5243.1646,11447.433,-86.87482,-1023.9951,937.1203,216.3411,0.004699429512023926,1270.8584117889404,260000
-52.668262,657602370.0,443.0274,-52.668262,52.668262,1.0,0.0030743072,22.627415,0.8396038,155.08948,-6272.658,-3851.6987,2837.3403,-416.38098,-1023.99365,607.6127,154.53963,2182.4592,-1769.3658,162493.94,-71.22976,574859000.0,510.47723,-71.22976,71.22976,1.0,0.002685309,22.627415,0.6424156,188.5147,-6627.24,9822.658,16538.791,-88.89252,-1023.99316,935.10065,189.15141,0.004689391374588013,1294.3053777217865,265000
-59.43299,613168700.0,472.7663,-59.43299,59.43299,1.0,0.00471389,22.627415,0.81423175,225.46199,-6788.82,-4261.274,2894.1155,-366.56946,-1023.99255,657.4231,225.99118,2011.5972,-2711.7158,156590.19,-77.14213,621509000.0,445.84125,-77.14213,77.14213,1.0,-0.003670793,22.627415,0.6175687,211.83908,-5894.26,7777.694,13775.88,-103.92621,-1023.9962,920.07,211.86191,0.0047120931148529055,1317.8658528327942,270000
-4.364094,628800700.0,445.72794,-4.364094,4.364094,1.0,0.0022297301,22.627415,0.7797529,133.68965,-6342.339,-3486.5222,3242.287,-386.47046,-1023.99384,637.5234,133.02802,6553.279,-9161.613,184350.0,-100.72069,616780900.0,487.62457,-100.72069,100.72069,1.0,-0.0019504572,22.627415,0.667492,147.28136,-6245.0654,2644.9348,8904.203,-14.20282,-1023.99615,1009.79333,143.34413,0.0047212995052337645,1341.472359418869,275000
-82.9595,585743000.0,496.09576,-82.9595,82.9595,1.0,0.0014320188,22.627415,0.6541123,168.0656,-6674.4155,-3418.0828,3644.9104,-388.57764,-1023.99426,635.4166,168.4405,3326.8723,-1756.0408,160300.86,-107.49747,634750600.0,531.68756,-107.49747,107.49747,1.0,0.003689291,22.627415,0.6695523,249.39941,-6873.165,8131.4253,15051.618,-47.028015,-1023.9906,976.9626,251.46106,0.004752175378799439,1365.2332458496094,280000
